,链接,名字,放送类型,评分,中文名,导演,总导演,副导演,放送时间,系列构成,制作公司,脚本,分镜,演出,作画监督,原画,制片人,总集数,评分人数,看过,搁置,弃坑
2310,/subject/7362,火宵の月～秋狂言～,OVA,6.5,火宵之月～秋狂言～,浜津守,,,2019-02-09,,,吉田玲子,,,小林多加志,,,2,66,108,4,5
2311,/subject/36241,老狼请客,剧场版,6.5,,阎善春,,,2019-02-09,,上海美术电影制片厂,,,,,,,1,61,108,2,2
2312,/subject/148072,猫なんかよんでもこない。,TV,6.5,为什么猫都叫不来,,,,2015-10-02,,,,,,,,,12,60,77,20,16
2313,/subject/2680,D.C.S.S. 〜ダ・カーポ セカンドシーズン〜,TV,6.8,初音岛 第二季,名和宗則,,ウシロシンジ,2005-07-02,長谷川勝己,feel.,"長谷川勝己,花田十輝","ウシロシンジ,岡本英樹,鎌仲史陽,池端隆史,山本天志","鎌仲史陽,山本天志,岡本英樹",島沢ノリコ,"もといぎひろあき,小田嶋瞳,島沢ノリコ,中野圭哉",,26,546,843,55,33
2314,/subject/14538,鋼鉄神ジーグ,TV,6.5,钢铁神吉克,川越淳,,,2007-04-05,早川正,アクタス,"柿原優子,高橋ナツコ",川越淳,"藤瀬順一,川越淳,岡嶋国敏","江原康之,佐藤修,小峰正頼,山下将仁","山下将仁,山根理宏,江原康之,崎山北斗,奥野治男,飯飼一幸",,13,64,77,9,10
2315,/subject/68269,ポケットモンスター ベストウイッシュ シーズン2 デコロラアドベンチャー!,TV,6.6,精灵宝可梦 超级愿望 第2季 德科罗拉大冒险,,湯山邦彦,,2013-04-25,,オー・エル・エム,面出明美,三浦陽,,"岩根雅明,篠原隆",岩根雅明,,20,84,131,16,16
2316,/subject/62946,DD北斗の拳,TV,6.7,DD北斗神拳,大地丙太郎,,,2013-04-02,,亜細亜堂,"横谷昌宏,大野木寛","まんきゅう,村野佑太,大地丙太郎,春日森春木,赤城博昭,久保太郎","大地丙太郎,根岸宏樹,加藤顕,内山まな,西野理恵,青柳宏宜,村野佑太","古池敏也,関根昌之,一居一平,吉原幸之助",一居一平,,13,178,182,44,59
2317,/subject/7621,夢使い,TV,6.5,梦使,やまざきかずお,,石倉賢一,2006-04-08,小林靖子,MADHOUSE,"西田大輔,小林靖子,犬飼和彦",高橋丈夫,"大谷肇,大久保唯男,川尻祥大,布川真英,金紀杜,増原光幸,李鐘卿,金鐘學","KIM GI-DU,李炫姃,金紀杜,Jang Kil yong,広田知子,金東俊,玉井公子,大塚美登理",,,12,69,92,14,10
2318,/subject/26295,ルパン三世VS名探偵コナン,TV,6.8,鲁邦三世VS名侦探柯南,亀垣一,,,2009-03-27,,トムス・エンタテインメント,前川淳,亀垣一,"亀垣一,大庭秀昭","前田明寿,越智信次,清水昌之,曾我篤史,亀井大祐,山中純子","高見明男,今井一暁,もといぎひろあき,石原満,西澤晋,越智信次",諏訪道彦,1,626,971,5,6
2319,/subject/2171,スカイガールズ OVA,OVA,6.7,天翔少女 OVA,岩崎良明,,,2019-02-09,,J.C.STAFF,吉岡たかを,山川吉樹,鈴木洋平,"川上哲也,岩倉和憲",,,1,145,226,11,5
2320,/subject/2170,スカイガールズ,TV,6.7,天翔少女,岩崎良明,,,2007-07-05,吉岡たかを,J.C.STAFF,"赤星政尚,吉岡たかを,伊藤美智子,玉井☆豪,山田靖智","山内東生雄,柳沢テツヤ,井上修,三沢伸","矢花馨,馬引圭,蔵本穂高,石川久一,橋本敏一,高島大輔,上田繁,山内東生雄","木本茂樹,臼田美夫,小林亮,たないあやこ,飯飼一幸,斉藤雅和,石井ゆみこ,小美野雅彦,末廣直貴,古池敏也,岡本真由美,飯塚晴子,岩瀧智,石田慶一","飯塚晴子,川上哲也,冷水由紀絵",,26,298,405,60,39
2321,/subject/6909,こえでおしごと! The ANIMATION,OVA,6.8,打工声优！,細田直人,,,2019-02-09,鈴木雅詞,Studio五組,鈴木雅詞,細田直人,"ほしかわたかふみ,細田直人",,なかじまちゅうじ,高畑裕一郎,2,1063,1474,43,27
2322,/subject/232072,キャプテン翼,TV,6.6,足球小将,加藤敏幸,,,2018-04-02,冨岡淳広,david production,,,,,福島喜晴,,52,82,24,48,61
2323,/subject/8415,魔探偵ロキ RAGNAROK,TV,6.7,魔侦探洛基,わたなべひろし,,,2003-04-05,金巻兼一,スタジオディーン,山田健一,"わたなべひろし,福島宏之,西村純二,小坂春女,新留俊哉,斉藤哲人","わたなべひろし,福島宏之,新留俊哉,小坂春女","関崎高明,岡真里子","斉藤哲人,岡真里子,和田高明",東不可止,26,191,272,24,15
2324,/subject/9737,黒執事II OVA,OVA,6.7,黑执事II OVA,小倉宏文,,,2019-02-09,岡田麿里,A-1 Pictures,"岡田麿里,根元歳三,樋口達人","田中孝行,大久保富彦,小倉宏文","大久保富彦,小倉宏文,田中孝行",,後藤雅巳,,6,457,709,43,23
2325,/subject/98217,監督不行届,TV,6.7,监督不行届,谷東,,,2014-04-03,,DLE,,,,,,,13,556,695,75,118
2326,/subject/1841,秘密 〜The Revelation〜,TV,6.7,秘密 ～The Revelation～,青山弘,,,2008-04-08,,MADHOUSE,"宍戸義孝,川嶋澄乃,小林雄次,林壮太郎,鈴木智,藤岡美暢","いしづかあつこ,森田宏幸,水野和則,小島正幸,渕上真,影山楙倫","八田洋介,渕上真,いしづかあつこ","古佐小吉重,趙瑛來,宮本佐和子,谷口守泰,KIM YONG-SIK,李敏培,横田和彦,李正弼","飯飼一幸,森田宏幸,藤沢研一",,26,138,175,30,26
2327,/subject/229611,トゥスクル皇女の華麗なる日々,OVA,6.7,图斯库尔皇女的华丽日常,小林智樹,,,2019-02-09,,WHITE FOX,菅宗光,小林智樹,小林智樹,中田正彦,"中田正彦,近有希",下川直哉,1,144,199,1,4
2328,/subject/92836,アオハライド,TV,6.8,青春之旅,吉村愛,,,2014-07-07,金春智子,Production I.G,"山田由香,金春智子,平見瞠","吉村愛,綿田慎也,福富博,市橋佳之,鈴木孝聡,工藤利春,宮下新平,藤田陽一","宮下新平,堂山卓見,河村智之,工藤利春,髙橋英俊,市橋佳之,鈴木孝聡,綿田慎也,吉村愛","森田実,渡辺まゆみ,針場裕子,立川聖治,中山知世,藤城香菜,中村純子,久原陽子,飯山菜保子,井川麗奈,杉藤さゆり,黄瀬和哉","黄瀬和哉,井川麗奈,飯飼一幸,小林麻衣子",丸山博雄,12,1168,1429,187,210
2329,/subject/217072,映画ドラえもん のび太の宝島,剧场版,6.7,哆啦A梦 大雄的金银岛,今井一暁,,,2018-03-03,,シンエイ動画,川村元気,,八田洋介,"丸山宏一,岸野美智,松井啓一郎,山川浩臣,又賀大介,大城勝,桝田浩史,亀田祥倫","小田剛生,小島崇史,林祐己,小林麻衣子,佐藤利幸,久貝典史,三原三千夫,亀田祥倫,岸野美智,桝田浩史,押山清高,松田宗一郎,又賀大介,小林直樹,大城勝,山川浩臣,松井啓一郎",,1,142,188,2,5
2330,/subject/2695,TALES OF PHANTASIA THE ANIMATION,OVA,6.6,幻想传说,"冨永拓生,茂木信二郎",,,2019-02-09,,アクタス,金月龍之介,冨永拓生,冨永拓生,"松竹徳幸,島沢ノリコ,江原康之","小川純平,寺尾洋之,糸島雅彦,茂木信二郎",,4,135,209,11,4
2331,/subject/215920,縁結びの妖狐ちゃん,TV,6.5,狐妖小红娘,王昕,,,2017-07-01,,绘梦,,,,,,,24,76,104,20,18
2332,/subject/184059,アトム ザ・ビギニング,TV,6.7,阿童木起源,佐藤竜雄,本広克行,,2017-04-15,藤咲淳一,"シグナル・エムディ,オー・エル・エム,Production I.G","藤咲淳一,藤沢文翁,森田繁","佐藤竜雄,桑原智,名取孝浩,松川朋弘","松川朋弘,名取孝浩,桑原智,朝倉カイト",,"山下清悟,土上いつき,黄成希,森佳祐,川野達朗,久保田誓,伍柏諭,吉松孝博,佐田とし,Bahi JD,榎戸駿,磯光雄,末澤慧",,12,315,374,73,98
2333,/subject/129131,創勢のアクエリオンEVOL,OVA,6.6,创势的大天使EVOL,安田賢司,,,2019-02-09,,サテライト,望月真里子,安田賢司,筑紫大介,清水貴子,,,1,111,180,7,11
2334,/subject/9368,眼鏡なカノジョ,OVA,6.6,眼镜女友,伊藤浩二,,,2019-02-09,,AIC,伊藤浩二,伊藤浩二,伊藤浩二,依田正彦,,,4,123,178,10,12
2335,/subject/49425,金田一少年の事件簿 黒魔術殺人事件編,OVA,6.6,金田一少年事件簿 黒魔术杀人事件,,,,2019-02-09,,,,,,,佐久間信一,,2,111,167,3,1
2336,/subject/895,今日から㋮王!,TV,6.8,今天开始做魔王,西村純二,,,2004-04-03,面出明美,スタジオディーン,"岡田麿里,時村尚,根元歳三,西村純二,面出明美","小坂春女,玉野陽美,小寺勝之,早川啓二,ボブ白旗,室谷靖,西村純二,山本秀世","早川啓二,古川政美,山本秀世,則座誠,小倉宏文,西村純二,柳瀬雄之,室谷靖,吉田俊司,小坂春女,岡嶋国敏,橋本敏一,下司泰弘","坂巻貞彦,山下喜光,柳瀬雄之,徳田夢之介,外崎春雄,飯飼一幸,竹内啓,なかじまちゅうじ,桜井正明,江森真理子,堀越久美子,曽我部孝,武内啓,桂木杏,芝美奈子,大久保修","なかじまちゅうじ,丸山修二,和田高明","野口和紀,柴田裕司,浦崎宣光",39,713,923,145,103
2337,/subject/204483,アクションヒロイン チアフルーツ,TV,6.7,动作女主 水果应援团,草川啓造,,,2017-07-06,荒川稔久,diomedéa,"大知慶一郎,林壮太郎,荒川稔久,玉井☆豪","久慈悟郎,青山弘,本多美乃,稲垣隆行,宮澤努,井畑翔太,島津裕行,草川啓造","山本陽介,井畑翔太,飛田剛,尋田耕輔,久慈悟郎,本多美乃","陣内美帆,陣内美帆","小澤和則,青木康哲,宮澤努,林隆祥",,12,184,198,31,78
2338,/subject/54551,ガンダム Gのレコンギスタ,TV,6.8,高达G之复国运动,富野由悠季,,,2014-10-02,富野由悠季,サンライズ,富野由悠季,"森邦宏,高橋敦史,越田知明,望月智充,重田敦司,吉沢俊一,富野由悠季,牧野吉高,宮地昌幸,寺岡巌,京田知己,松尾衡,菱田正和,荒木哲郎","綿田慎也,吉田健一,吉沢俊一,居村健治,水本葉月,森邦宏,菱田正和,河村智之,越田知明,松尾衡,遠藤広隆,荒木哲郎,久藤瞬,亀井治","松永辰,片山学,杉本幸子,田村篤,清水洋,黒崎知栄実,重田敦司,松川哲也,可児里未,阿部邦博,田頭真理恵,伊藤一樹,玉川真吾,桝田浩史,高谷浩利,橋本誠一,桑名郁朗,倉島亜由美,吉田健一,豊田暁子,胡拓磨,仲盛文,江原康之,中谷誠一,城前龍治,高瀬健一,小松英司,柴田淳,菱沼義仁,戸部敦夫","林隆祥,鄧佳湄,斉藤哲人,寺尾洋之,豊田暁子,大下知之,玄馬宣彦,江原康之,石川てつや",前田俊博,26,675,638,195,191
2339,/subject/10283,猫神やおよろず,TV,6.8,猫神八百万,桜井弘明,,,2011-07-09,待田堂子,AIC PLUS+,"髙橋龍也,金春智子,待田堂子,横谷昌宏",森脇真琴,"安藤貴史,越田知明,清水一伸,赤城博昭","菊池政芳,飯飼一幸,渡辺敦子,KIM YONG-SIK,細川修平,藤田真弓","一居一平,渡辺敦子,石田慶一",,12,1044,1080,153,244
2340,/subject/241133,プラネット・ウィズ,TV,6.8,行星与共,鈴木洋平,,,2018-07-08,水上悟志,J.C.STAFF,浅川美也,"中津環,鈴木洋平,佐山聖子","野上良之,蔵本穂高,鈴木洋平,森義博","山本雅章,都築裕佳子,袴田裕二,大木良一,坂本哲也,森七奈,小野和美,小渕陽介,糸島雅彦,伊東葉子,岩倉和憲,長谷川眞也,山内則康,金正男,猿渡聖加,藤部生馬,梶浦紳一郎,冷水由紀絵","はっとりますみ,高井浩一,赤尾良太郎,坂上谷悠介,袴田裕二,坪田慎太郎,藤部生馬,黒崎隼人,矢向宏志,奥田哲平,伊東葉子,山本道隆,森川均,五十嵐いづみ,小渕陽介,さのえり,野上良之,金正男,阿部和彦,高橋瑞紀,飯村真一,酒井智史,前田達之,猿渡聖加,細田沙織,山本雅章,山内則康,長谷川眞也,小野和美,大木良一,都築裕佳子,大原大,中山由美,北原章雄","阿部倫久,松倉友二",12,553,571,90,85
2341,/subject/204145,ブレンド・S,TV,6.8,调教咖啡厅,益山亮司,,,2017-10-07,雑破業,A-1 Pictures,"森町やこ,雑破業","篠原正寛,松本顕吾,河合滋樹,横山和基,河野亜矢子,益山亮司,黒柳トシマサ","黒柳トシマサ,河原龍太,松本顕吾,益山亮司,篠原正寛,河合滋樹,京極尚彦,横山和基","飯田遥,前田学史,田村里美,杉生祐一,油谷陽介,波部崇,袴田裕二,小林真平,本村晃一,稲田正輝,佐々木貴宏,本多みゆき,猪口美緒,福世真奈美","紺野大樹,雨宮英雄,中澤勇一,林隆祥,雨宮哲,稲田正輝,足立慎吾,黒柳トシマサ,松本顕吾,益山亮司,小林恵祐,阿部和彦",小林宏之,12,1835,2221,152,203
2342,/subject/11684,愛と勇気のピッグガール とんでぶーりん,TV,6.7,飞天少女猪,鈴木孝義,,,1994-09-03,,,"池田眞美子,池野みのり","錦織博,加賀剛,杉島邦久","杉島邦久,錦織博","三浦辰夫,平岡正幸,藤田宗克,今泉賢一",,,51,215,338,23,15
2343,/subject/29074,ささみさん@がんばらない,TV,6.8,锁锁美同学@提不起劲,新房昭之,,龍輪直征,2013-01-10,高山カツヒコ,SHAFT,高山カツヒコ,"高橋知也,鈴木利正,川畑喬,龍輪直征","石川俊介,龍輪直征,川畑喬,岡田堅二朗","田中春香,長山延好,高野晃久,斎藤美香,斉藤和也,松浦力,新垣一成,大梶博之,篠田知宏,中村直人","松本元気,山口智,篠田知宏,石原恵治,田中宏紀,神谷智大,三輪和宏,滝山真哲,和田高明,豊田暁子,新井淳,細居美恵子,藤井慎吾,阿部厳一朗",,12,2411,2802,430,449
2344,/subject/4185,MEZZO -メゾ-,TV,6.7,危险代理人,梅津泰臣,,,2004-01-04,吉岡たかを,アームス,"吉岡たかを,影山楙倫,梅津泰臣","梅津泰臣,しまづ聡行,大畑晃一,影山楙倫",,"嶋田俊彦,井上哲,しまだひであき,Yang Kwang Seok,岡戸智凱,飯飼一幸,梅津泰臣","石浜真史,りんしん,塩谷直義,朝来昭子,梅津泰臣",,13,141,202,31,16
2345,/subject/5640,生徒会長に忠告,OVA,6.7,对学生会长的忠告,川久保圭史,,,2019-02-09,,PrimeTime,,川久保圭史,川久保圭史,,,,2,255,402,3,12
2346,/subject/117153,俺物語!!,TV,6.8,俺物语!!,浅香守生,,,2015-04-08,高橋ナツコ,MADHOUSE,"高橋ナツコ,高木聖子","渕上真,島崎奈々子,渡邉こと乃,難波日登志,佐山聖子,牛嶋新一郎,高橋亨,細川秀樹,坂田純一,浅香守生","渡邉こと乃,細川秀樹,島崎奈々子,田中智也,水本葉月,渕上真,migmi,羽原久美子,横田一平,浅香守生,ながはまのりひこ","横田和彦,竹島照子,川畑えるきん,兼森義則,松本文男,柴田篤史,岩岡優子,島田さとし,桜井邦彦,菅野智之,高田晴仁,安田祥子,鈴木奈都子,香月邦夫,河田泉,中原清隆,垪和等,濱田邦彦,玉木李枝,山下敏成,金錦樹","大舘康二,今村大樹,濱田邦彦,青木康哲,杉谷光一",,24,698,644,251,330
2347,/subject/116287,ダンジョンに出会いを求めるのは間違っているだろうか,TV,6.8,期待在地下城邂逅有错吗,山川吉樹,,,2015-04-03,白根秀樹,J.C.STAFF,"ヤスカワショウゴ,白根秀樹,久尾歩","二瓶勇一,桜美かつし,紺野直幸,佐山聖子,山川吉樹","桜美かつし,橋本敏一,紺野直幸,佐山聖子,山川吉樹,高島大輔,吉田りさこ","冷水由紀絵,徳田賢朗,小渕陽介,冨岡寛,山本雅章,安田祥子,岩倉和憲,熊谷勝弘,木本茂樹","さのえり,黒崎隼人,佐藤嵩光,濱口明,はっとりますみ,飯村真一,高瀬健一,南伸一郎,森七奈,冨岡寛,桜美かつし,山本雅章,岩倉和憲,二瓶勇一,斎藤敦史,上田みねこ,石田啓一,萩原弘光,矢向宏志,小渕陽介,熊谷勝弘,冷水由紀絵,高橋美香,安野将人,長谷川眞也,酒井智史,古木舞,飯野誠,西川絵奈,藤部生馬",中山信宏,13,2288,2912,200,236
2348,/subject/78542,東京レイヴンズ,TV,6.8,东京暗鸦,金﨑貴臣,,中山敦史,2013-10-08,倉田英之,エイトビット,"待田堂子,森田繁,髙橋龍也,倉田英之","小島正士,斉藤哲人,金﨑貴臣,平池芳正,田頭しのぶ","中山敦史,浅見松雄,吉田俊司,古川順康,鈴木孝聡,飯田薫久,森義博,川越崇弘,佐藤清光","山内則康,小澤円,猿渡聖加,実原登,徳倉栄一,大原大,林隆祥,小美戸幸代,福山貴人,丸山修二,野崎麗子,中原清隆,嶋田俊彦,中島美子,森田実,小林利充,皆川一徳,須永正博,日高真由美,山村俊了","福島喜晴,実原登,なかじまちゅうじ,田中宏紀,飯野堅一,飯飼一幸,もといぎひろあき,丸山修二,神谷智大,依田正彦,江畑諒真,和田高明,青木康哲",小倉充俊,24,2156,2478,266,395
2349,/subject/3152,びんちょうタン,TV,6.7,备长炭,古橋一浩,,,2006-02-02,古橋一浩,スタジオディーン,古橋一浩,"古橋一浩,菅沼栄治","古橋一浩,菅沼栄治,鈴木芳成,うえだしげる,石田ひろし,石浜真史","山田勝,斉藤哲人,菅沼栄治,石浜真史","斉藤哲人,石浜真史,菅沼栄治","松田桂一,シバタミツテル",12,352,457,70,46
2350,/subject/27759,ピカチュウのなつやすみ,OVA,6.4,皮卡丘的欢乐假期,湯山邦彦,,,2019-02-09,,オー・エル・エム,園田英樹,,,玉川明洋,"馬越嘉彦,岩根雅明,玉川明洋",,1,55,106,2,3
2351,/subject/193373,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,剧场版,6.8,Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,大沼心,,,2017-08-26,,SILVER LINK.,"水瀬葉月,井上堅二","神谷智大,大沼心,川口敬一郎,湊未來,高橋賢","井上圭介,湊未來,五味伸介,大沼心,神谷智大,高橋賢",,神谷智大,田村淳一郎,1,793,1073,25,9
2352,/subject/11142,こどものじかん～こどものなつじかん～,OVA,6.7,萝莉的时间～萝莉的夏令时～,菅沼栄治,,,2019-02-09,岡田麿里,diomedéa,岡田麿里,菅沼栄治,菅沼栄治,"井出直美,柳瀬雄之,小原充",,,1,263,458,13,10
2353,/subject/194201,文豪ストレイドッグス OAD,OVA,6.6,豪野犬 OAD,五十嵐卓哉,,,2019-02-09,榎戸洋司,BONES,榎戸洋司,内海紘子,佐藤育郎,服部聡志,,倉兼千晶,1,98,167,12,5
2354,/subject/147036,GATE 自衛隊 彼の地にて、斯く戦えり 炎龍編,TV,6.8,GATE 奇幻自卫队 炎龙篇,京極尚彦,,,2016-01-08,浦畑達彦,A-1 Pictures,"砂山蔵澄,鈴木貴昭,浦畑達彦","安藤良,古田丈司,安藤尚也,藤澤俊幸,京極尚彦,河合滋樹,京田知己","安藤尚也,河合滋樹,安藤良,伊藤祐毅,京極尚彦,浅見松雄,河野亜矢子,南川達馬","成松義人,林隆祥,青木悠,波部崇,松本顕吾,飯飼一幸,細越裕治,米澤優,猪口美緒,朝井聖子,サトウミチオ,小林理","金子雄人,中井準,酒井智史,米澤優,荒井和人,朝井聖子,松本顕吾,井関修一",中山信宏,12,1107,1508,43,64
2355,/subject/10508,涼風,TV,6.7,凉风,福富博,,,2005-07-06,ときたひろこ,スタジオコメット,"伊藤美智子,山田由香,ときたひろこ","又野弘道,石踊宏,木宮茂,福富博,福島一三,三宅雄一郎,羽原久美子","山岡実,福富博,加藤顕,石踊宏,三宅雄一郎,いしはらあゆみ,又野弘道,木宮茂","森前和也,一居一平",,宿利剛,26,264,391,52,27
2356,/subject/2089,イタズラなKiss,TV,6.7,恶作剧之吻,山崎理,,,2008-04-04,清水友佳子,トムス・エンタテインメント,"清水友佳子,広田光毅,松田恵里子,小林成朗","小林一三,金﨑貴臣,山崎理,山﨑みつえ,名村英敏,福田貴之,山本泰一郎,青柳宏宜,辻伸一,五月女有作,高梨光,大庭秀昭,山口武志,星野真","清水聡,守田芸成,星野真,水本葉月,辻泰永,所俊克,津田尚克,井上義弘,小酒井優,吉田りさこ,山崎理,新田義方,山口武志,五月女有作,康村諒,いとがしんたろー,山﨑みつえ",大久保修,"細居美恵子,なかじまちゅうじ",,25,363,501,60,58
2357,/subject/20926,テニスの王子様 全国大会篇,OVA,6.7,网球王子 全国大会篇,多田俊介,,,2019-02-09,,エム・エス・シー,"坂井史世,時村尚,竹内利光,広田光毅","橋本昌和,佐藤雅弘,山本秀世,杉谷光一,橘正紀,伊藤真朱","橋本昌和,山本秀世,伊藤真朱,杉谷光一,安藤貴史,多田俊介","入江健司,渡辺淳,石井明治,浜森理宏,宮脇千鶴,高橋成之,飯塚晴子","石井明治,岡真里子,石井百合子",,26,460,667,18,20
2358,/subject/194877,月曜日のたわわ,WEB,6.8,星期一的丰满,村山公輔,,,2016-10-10,,PINE JAM,,"古賀一臣,村山公輔,尋田耕輔","瀬川真矢,広橋啓太,古賀一臣,村山公輔,尋田耕輔","関口雅浩,清水裕輔,重原克也,ひのたかふみ,三井麻未,松原一之,佐藤天昭,山内亜紀,佐藤篤志,山中正博,阪野日香莉,豆塚隆,瀬川真矢",,小倉充俊,14,1574,2042,106,126
2359,/subject/4829,こどものじかん OAD,OVA,6.7,萝莉的时间 OAD,菅沼栄治,,,2019-02-09,岡田麿里,diomedéa,岡田麿里,菅沼栄治,菅沼栄治,石川雅一,,,2,296,474,14,11
2360,/subject/126606,第三飛行少女隊,OVA,6.8,第三飞行少女队,水島努,,,2019-02-09,,P.A.WORKS,吉野弘幸,大倉雅彦,菅沼芙実彦,西畑あゆみ,,,1,873,1285,14,9
2361,/subject/36828,Cars,剧场版,6.7,汽车总动员,John Lasseter,,,2006-06-09,,Pixar Animation Studios,John Lasseter,,,,,,1,355,579,4,1
2362,/subject/104420,棺姫のチャイカ OVA,OVA,6.7,棺姬嘉依卡 OVA,,,,2019-02-09,,BONES,"待田堂子,土屋理敬",五十嵐卓哉,えんどうてつや,"諏訪真弘,新井伸浩",,,1,254,422,12,13
2363,/subject/37468,Bビーダマン爆外伝,TV,6.5,BOM BOM弹珠人,中西伸彰,,,1998-02-07,浦畑達彦,MADHOUSE,"浦畑達彦,金子ツトム,井上敏樹,水上清資,新田隆男,米村正二,荒西大介,高屋敷英夫,大久保智康","熊谷雅晃,松尾衡,岩本保雄,青山弘,片渕須直,中野頼道,政木伸一,玉木公司,紅優,山崎茂,岡崎幸男,中村憲由,岡野幸男,鴫野彰,平田敏夫","中野頼道,ほしかわたかふみ,中村憲由,政木伸一,中西伸彰,山崎茂,松尾衡,岡崎幸男,溝口雅彦,岩本保雄","石井和彦,渡辺和夫,阿部純子,新留俊哉,宍倉敏,仲田美歩,坂元大二郎,長森佳容,高橋昇,芦野芳晴,武内啓,佐井鶴宮稲","桝田浩史,山崎登志樹",,48,77,144,10,8
2364,/subject/4021,Canvas2 〜虹色のスケッチ〜,TV,6.7,七彩的素描,川崎逸朗,,,2005-10-02,吉田玲子,ZEXCS,"吉田玲子,岡田麿里","殿河内勝,小島多美子,小坂春女","山内東生雄,長尾粛,畠山茂樹","岡辰也,重松晋一,輿石暁,渡部穏寛,斉藤和也,朴旲烈,垂永士","島沢ノリコ,奥野治男",,24,235,342,35,29
2365,/subject/34236,プラスチックリトル,OVA,6.4,云海骑兵队,よしもときんじ,,,2019-02-09,,アニメイトフィルム,関島眞頼,"うるし原智志,よしもときんじ",うるし原智志,うるし原智志,"山下高明,板野一郎,阿部邦博,うるし原智志,西井正典,神戸洋行,河野悦隆,青木哲朗,嵯峨敏,下田正美,田中比呂人,よしもときんじ",,1,55,73,4,2
2366,/subject/1011,ToHeart2 adplus,OVA,6.7,,坂田純一,,,2019-02-09,,カオスプロジェクト,鴻野貴光,,,,,,2,211,340,21,8
2367,/subject/186257,RWBY Volume 4,WEB,6.7,红白黑黄 第四季,Kerry Shawcross,,"Miles Luna,Gray G. Haddock",2016-10-22,,Rooster Teeth,"Kerry Shawcross,Miles Luna",,,,,,12,365,479,22,22
2368,/subject/1838,しにがみのバラッド。,TV,6.7,死神的歌谣,望月智充,,,2006-03-02,吉田玲子,グループ・タック,吉田玲子,"望月智充,木村隆一,中川聡","木村隆一,中川聡,望月智充","堀内博之,牛島勇二,今泉賢一",,,6,440,617,73,29
2369,/subject/44461,纳米核心,WEB,6.7,纳米核心,,,,2014-02-14,,上海欣雨动画设计有限公司,,毛思明,,,,,10,392,361,140,97
2370,/subject/44679,神雕俠侶I：古墓奇緣,TV,6.5,神雕侠侣I：古墓奇缘,案納正美,,,2001-10-11,,,,湖川友謙,"湖川友謙,佐土原武之","湖川友謙,細野明美,齊藤格",,,26,80,143,7,13
2371,/subject/1822,かなめも,TV,6.7,加奈日记,高柳滋仁,,,2009-07-05,中瀬理香,feel.,"中瀬理香,横手美智子,加茂靖子","宮崎なぎさ,高柳滋仁,山﨑みつえ,及川啓,山口頼房,大脊戸聡,成田歳法,井上茜,津田尚克","津田尚克,高柳滋仁,山﨑みつえ,中尾幸彦,山口頼房,大脊戸聡,井上茜","小菅洋,緒方浩美,立田眞一,伊東克修,小島智加,佐藤元昭,氏家嘉宏","小島智加,もといぎひろあき,藤井慎吾,友岡新平,常盤健太郎,中野圭哉",瀧ヶ崎誠,13,704,929,99,65
2372,/subject/156591,镇魂街,WEB,6.7,镇魂街,,,,2016-04-28,,L²Studio,,,,,,,24,229,268,22,31
2373,/subject/3712,限定少女。,OVA,6.7,限定少女。,,,,2019-02-09,,J.C.STAFF,國澤真理子,高田耕一,山川吉樹,"佐野恵一,長谷川眞也,井嶋けい子",,,6,159,270,6,8
2374,/subject/120042,高宮なすのです! 〜てーきゅうスピンオフ〜,TV,6.7,我是高宫茄乃,板垣伸,,,2015-04-06,,ミルパンセ,板垣伸,板垣伸,板垣伸,板垣伸,,,12,250,382,21,32
2375,/subject/181880,クビキリサイクル 青色サヴァンと戯言遣い,OVA,6.7,斩首循环 蓝色学者与戏言跟班,八瀬祐樹,新房昭之,,2019-02-09,"東冨耶子,新房昭之",SHAFT,"木澤行人,中本宗応","大谷肇,八瀬祐樹,潮月一也","大谷肇,八瀬祐樹,鈴木拓磨,平向智子","鈴木博文,鳥山冬美,高野晃久","菊田幸一,石原満,滝山真哲,沼田誠也",,8,669,752,105,45
2376,/subject/827,School Days,TV,6.8,日在校园,元永慶太郎,,,2007-07-03,上江洲誠,ティー・エヌ・ケー,"上江洲誠,秋月ひろ,日暮茶坊,名田ユタカ","中村憲由,小寺勝之,渡邊哲哉,則座誠,元永慶太郎,久保太郎,阿宮正和,金澤勝眞,田中宏紀","渡邊哲哉,吉田俊司,久保太郎,清水一伸,四辻たかお,阿宮正和,喜多幡徹,則座誠,元永慶太郎","天衝,李政櫂,清水勝祐,ごとうじゅんじ,服部憲知,中島美子,村山公輔","田中宏紀,清水昌之",伊藤誠,12,3690,4979,217,201
2377,/subject/28546,黄金狗剩,WEB,6.5,黄金狗剩,DCZLD,,,2019-02-09,,,,,,,,,1,66,90,1,4
2378,/subject/39195,これはゾンビですか? OAD,OVA,6.7,这个是僵尸吗？ OAD,金﨑貴臣,,,2019-02-09,,スタジオディーン,"森田繁,上江洲誠,待田堂子","小島正士,金﨑貴臣,斉藤哲人,田頭しのぶ","中山敦史,吉田俊司","八尋裕子,伊藤依織子,清水勝祐,高橋敦子,浅井昭人",,,3,561,963,22,14
2379,/subject/114044,TOWN WORKERS,WEB,6.4,城镇青年,岩井俊二,,,2014-09-18,,,岩井俊二,,,,,,3,59,83,3,2
